indicator_code,indicator_name,year,value,unit
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2010,240,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2011,234,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2012,227,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2013,220,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2014,211,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2015,202,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2016,193,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2017,184,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2018,178,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2019,173,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2020,178,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2021,193,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2022,160,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2023,155,per_100000_live_births
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",1986,62.5,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",1991,53.9,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",1992,42.7,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",2001,41.4,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",2011,43.6,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",2013,45,percent_under5
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",2018,37.6,percent_under5
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2000,2.48079324,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2001,2.33959723,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2002,2.42219901,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2003,2.10399199,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2004,2.03666282,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2005,2.37323904,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2006,2.73132491,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2007,2.62370729,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2008,2.56806731,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2009,2.49995875,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2010,2.42967653,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2011,2.23121333,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2012,2.22185278,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2013,2.4164784,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2014,2.48899078,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2015,2.49493265,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2016,2.57026362,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2017,2.7863009,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2018,2.82844949,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2019,2.84736943,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2020,2.95273018,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2021,2.99015832,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2022,2.90354776,percent_of_gdp
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),2023,2.51988316,percent_of_gdp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2000,57.3422699,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2001,55.79309845,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2002,50.96485519,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2003,60.46445465,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2004,60.75031281,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2005,65.86717224,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2006,72.83744049,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2007,71.69874573,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2008,69.98925781,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2009,67.87589264,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2010,67.75833893,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2011,65.34801483,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2012,61.15657806,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2013,62.74438858,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2014,65.50695038,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2015,64.43975067,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2016,62.12799454,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2017,57.8424263,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2018,56.24115753,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2019,56.08301163,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2020,55.23900604,percent_of_health_exp
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),2021,50.67523956,percent_of_health_exp
